Country,Total Cases,Cases,Total Deaths,Deaths,Total Recovered,Serious,Tested,Active Cases,Date
Gabon,1104,100,10.0,1,182.0,13.0,5530.0,912.0,2020-05-15
Kyrgyzstan,1082,38,12.0,0,735.0,13.0,59490.0,335.0,2020-05-15
Hong Kong,1052,1,4.0,0,1009.0,1.0,168291.0,39.0,2020-05-15
Tunisia,1032,0,45.0,0,770.0,3.0,36523.0,217.0,2020-05-15
Maldives,982,27,4.0,0,45.0,2.0,11775.0,933.0,2020-05-15
Latvia,962,11,19.0,0,627.0,2.0,83275.0,316.0,2020-05-15
Sri Lanka,925,32,9.0,0,445.0,1.0,39629.0,471.0,2020-05-15
Guinea-Bissau,913,77,3.0,0,26.0,0.0,1500.0,884.0,2020-05-15
Tajikistan,907,106,29.0,6,0.0,0.0,0.0,878.0,2020-05-15
Cyprus,907,2,17.0,0,481.0,10.0,81942.0,409.0,2020-05-15
Albania,898,18,31.0,0,694.0,1.0,11239.0,173.0,2020-05-15
Lebanon,886,8,26.0,0,236.0,4.0,56385.0,624.0,2020-05-15
Niger,876,16,50.0,1,677.0,0.0,5723.0,149.0,2020-05-15
Costa Rica,830,15,8.0,1,535.0,4.0,18388.0,287.0,2020-05-15
Mali,779,21,46.0,2,436.0,0.0,2498.0,297.0,2020-05-15
Burkina Faso,773,0,51.0,0,592.0,0.0,0.0,130.0,2020-05-15
Andorra,761,1,49.0,0,596.0,3.0,1673.0,116.0,2020-05-15
Kenya,758,21,42.0,2,284.0,1.0,36918.0,432.0,2020-05-15
Paraguay,754,14,11.0,0,184.0,0.0,18184.0,559.0,2020-05-15
Uruguay,724,5,19.0,0,547.0,7.0,31209.0,158.0,2020-05-15
Diamond Princess,712,0,13.0,0,651.0,4.0,0.0,48.0,2020-05-15
Georgia,667,20,12.0,1,383.0,6.0,34500.0,272.0,2020-05-15
Zambia,654,208,7.0,0,124.0,1.0,15487.0,523.0,2020-05-15
San Marino,648,5,41.0,0,172.0,1.0,3300.0,435.0,2020-05-15
Jordan,586,4,9.0,0,393.0,5.0,131985.0,184.0,2020-05-15
Equatorial Guinea,583,61,7.0,1,13.0,0.0,854.0,563.0,2020-05-15
Channel Islands,549,1,43.0,0,456.0,0.0,5342.0,50.0,2020-05-15
Malta,522,14,6.0,0,443.0,1.0,45967.0,73.0,2020-05-15
Tanzania,509,0,21.0,0,183.0,7.0,0.0,305.0,2020-05-15
Jamaica,509,2,9.0,0,118.0,0.0,7780.0,382.0,2020-05-15
Venezuela,455,15,10.0,0,220.0,2.0,535742.0,225.0,2020-05-15
Taiwan,440,0,7.0,0,383.0,0.0,68335.0,50.0,2020-05-15
Réunion,440,1,0.0,0,354.0,4.0,17200.0,86.0,2020-05-15
Sierra Leone,408,21,26.0,0,97.0,0.0,0.0,285.0,2020-05-15
Chad,399,27,46.0,4,83.0,0.0,0.0,270.0,2020-05-15
Congo,391,58,15.0,4,87.0,0.0,0.0,289.0,2020-05-15
Palestine,375,0,2.0,0,310.0,0.0,43566.0,63.0,2020-05-15
Benin,339,12,2.0,0,83.0,0.0,25471.0,254.0,2020-05-15
Isle of Man,332,0,23.0,0,285.0,20.0,3973.0,24.0,2020-05-15
Mauritius,332,0,10.0,0,322.0,0.0,69773.0,0.0,2020-05-15
Montenegro,324,0,9.0,0,309.0,2.0,10167.0,6.0,2020-05-15
Cabo Verde,315,26,2.0,0,67.0,0.0,791.0,246.0,2020-05-15
Vietnam,312,24,0.0,0,260.0,2.0,275000.0,52.0,2020-05-15
Rwanda,287,0,0.0,0,168.0,0.0,45140.0,119.0,2020-05-15
Ethiopia,272,9,5.0,0,108.0,0.0,45278.0,159.0,2020-05-15
Nepal,249,6,0.0,0,35.0,0.0,81685.0,214.0,2020-05-15
Togo,238,19,11.0,0,96.0,0.0,11796.0,131.0,2020-05-15
Sao Tome and Principe,235,15,7.0,1,4.0,0.0,175.0,224.0,2020-05-15
Haiti,234,15,18.0,0,17.0,0.0,1408.0,199.0,2020-05-15
Madagascar,230,18,0.0,0,108.0,1.0,5670.0,122.0,2020-05-15
Liberia,215,2,20.0,0,105.0,0.0,0.0,90.0,2020-05-15
South Sudan,203,0,0.0,0,3.0,0.0,3356.0,200.0,2020-05-15
Martinique,189,0,14.0,0,91.0,2.0,0.0,84.0,2020-05-15
Eswatini,187,0,2.0,0,51.0,0.0,2262.0,134.0,2020-05-15
Faeroe Islands,187,0,0.0,0,187.0,0.0,8638.0,0.0,2020-05-15
Myanmar,181,0,6.0,0,84.0,0.0,12482.0,91.0,2020-05-15
French Guiana,164,11,1.0,0,124.0,0.0,0.0,39.0,2020-05-15
Uganda,160,21,0.0,0,63.0,0.0,67559.0,97.0,2020-05-15
Guadeloupe,155,0,13.0,0,109.0,4.0,0.0,33.0,2020-05-15
Gibraltar,147,0,0.0,0,144.0,0.0,4750.0,3.0,2020-05-15
CAR,143,0,0.0,0,10.0,0.0,3498.0,133.0,2020-05-15
Brunei,141,0,1.0,0,134.0,2.0,16523.0,6.0,2020-05-15
Bermuda,122,1,9.0,1,66.0,2.0,4691.0,47.0,2020-05-15
Cambodia,122,0,0.0,0,121.0,1.0,14461.0,1.0,2020-05-15
Trinidad and Tobago,116,0,8.0,0,107.0,0.0,2516.0,1.0,2020-05-15
Mozambique,115,11,0.0,0,35.0,0.0,5119.0,80.0,2020-05-15
Guyana,113,0,10.0,0,42.0,3.0,1052.0,61.0,2020-05-15
Aruba,101,0,3.0,0,93.0,4.0,1937.0,5.0,2020-05-15
Bahamas,96,2,11.0,0,41.0,1.0,1700.0,44.0,2020-05-15
Monaco,96,0,4.0,0,87.0,1.0,0.0,5.0,2020-05-15
Cayman Islands,93,7,1.0,0,54.0,3.0,5342.0,38.0,2020-05-15
Yemen,85,15,12.0,0,1.0,0.0,120.0,72.0,2020-05-15
Barbados,85,0,7.0,0,65.0,4.0,3480.0,13.0,2020-05-15
Liechtenstein,82,0,1.0,0,55.0,0.0,900.0,26.0,2020-05-15
Sint Maarten,76,0,15.0,0,46.0,7.0,329.0,15.0,2020-05-15
Libya,64,0,3.0,0,28.0,0.0,3253.0,33.0,2020-05-15
Malawi,63,0,3.0,0,24.0,1.0,1363.0,36.0,2020-05-15
Mongolia,61,19,0.0,0,15.0,2.0,10162.0,46.0,2020-05-15
French Polynesia,60,0,0.0,0,59.0,0.0,3170.0,1.0,2020-05-15
Syria,48,0,3.0,0,29.0,0.0,0.0,16.0,2020-05-15
Angola,48,3,2.0,0,14.0,0.0,6136.0,32.0,2020-05-15
Macao,45,0,0.0,0,43.0,1.0,0.0,2.0,2020-05-15
Saint Martin,39,0,3.0,0,30.0,1.0,0.0,6.0,2020-05-15
Eritrea,39,0,0.0,0,38.0,0.0,0.0,1.0,2020-05-15
Zimbabwe,37,0,4.0,0,13.0,0.0,36081.0,20.0,2020-05-15
Nicaragua,25,0,8.0,0,7.0,0.0,0.0,10.0,2020-05-15
Antigua and Barbuda,25,0,3.0,0,19.0,1.0,183.0,3.0,2020-05-15
Botswana,24,0,1.0,0,17.0,0.0,11495.0,6.0,2020-05-15
Timor-Leste,24,0,0.0,0,21.0,0.0,738.0,3.0,2020-05-15
Gambia,23,0,1.0,0,10.0,0.0,1341.0,12.0,2020-05-15
Grenada,21,0,0.0,0,14.0,4.0,2419.0,7.0,2020-05-15
Mauritania,20,5,2.0,0,7.0,0.0,2015.0,11.0,2020-05-15
Bhutan,20,9,0.0,0,5.0,0.0,12932.0,15.0,2020-05-15
Laos,19,0,0.0,0,14.0,0.0,4092.0,5.0,2020-05-15
Belize,18,0,2.0,0,16.0,0.0,1043.0,0.0,2020-05-15
Fiji,18,0,0.0,0,14.0,0.0,1300.0,4.0,2020-05-15
New Caledonia,18,0,0.0,0,18.0,0.0,5454.0,0.0,2020-05-15
Saint Lucia,18,0,0.0,0,18.0,0.0,727.0,0.0,2020-05-15
St. Vincent Grenadines,17,0,0.0,0,12.0,0.0,155.0,5.0,2020-05-15
Curaçao,16,0,1.0,0,14.0,0.0,389.0,1.0,2020-05-15
Dominica,16,0,0.0,0,15.0,0.0,420.0,1.0,2020-05-15
Namibia,16,0,0.0,0,12.0,0.0,2011.0,4.0,2020-05-15
Burundi,15,0,1.0,0,7.0,0.0,284.0,7.0,2020-05-15
Saint Kitts and Nevis,15,0,0.0,0,14.0,0.0,327.0,1.0,2020-05-15
Falkland Islands,13,0,0.0,0,13.0,0.0,402.0,0.0,2020-05-15
Turks and Caicos,12,0,1.0,0,10.0,0.0,109.0,1.0,2020-05-15
Vatican City,12,0,0.0,0,2.0,0.0,0.0,10.0,2020-05-15
Comoros,11,0,1.0,0,3.0,0.0,0.0,7.0,2020-05-15
Montserrat,11,0,1.0,0,8.0,1.0,36.0,2.0,2020-05-15
Greenland,11,0,0.0,0,11.0,0.0,1579.0,0.0,2020-05-15
Seychelles,11,0,0.0,0,10.0,0.0,0.0,1.0,2020-05-15
Suriname,10,0,1.0,0,9.0,0.0,404.0,0.0,2020-05-15
MS Zaandam,9,0,2.0,0,0.0,0.0,0.0,7.0,2020-05-15
Papua New Guinea,8,0,0.0,0,8.0,0.0,2402.0,0.0,2020-05-15
British Virgin Islands,7,0,1.0,0,4.0,0.0,167.0,2.0,2020-05-15
Caribbean Netherlands,6,0,0.0,0,6.0,0.0,357.0,0.0,2020-05-15
St. Barth,6,0,0.0,0,6.0,0.0,0.0,0.0,2020-05-15
Western Sahara,6,0,0.0,0,6.0,0.0,0.0,0.0,2020-05-15
Anguilla,3,0,0.0,0,3.0,0.0,0.0,0.0,2020-05-15
Lesotho,1,0,0.0,0,0.0,0.0,0.0,1.0,2020-05-15
Saint Pierre Miquelon,1,0,0.0,0,1.0,0.0,0.0,0.0,2020-05-15
Total:,4521989,96334,303082.0,5317,1702394.0,45566.0,0.0,2516513.0,2020-05-15
World,4621409,99400,308154.0,5072,1756649.0,45007.0,0.0,2556606.0,2020-05-16
China,82933,4,4633.0,0,78209.0,11.0,0.0,91.0,2020-05-16
USA,1484285,26692,88507.0,1595,327751.0,16139.0,11090900.0,1068027.0,2020-05-16
Spain,274367,1721,27459.0,138,188967.0,1320.0,2467761.0,57941.0,2020-05-16
Russia,262843,10598,2418.0,113,58226.0,2300.0,6413948.0,202199.0,2020-05-16
UK,236711,3560,33998.0,384,0.0,1559.0,2353078.0,0.0,2020-05-16
Italy,223885,789,31610.0,242,120205.0,808.0,2875680.0,72070.0,2020-05-16
Brazil,218223,15305,14817.0,824,84970.0,8318.0,735224.0,118436.0,2020-05-16
France,179506,636,27529.0,104,60448.0,2203.0,1384633.0,91529.0,2020-05-16
Germany,175699,724,8001.0,73,151700.0,1294.0,3147771.0,15998.0,2020-05-16
Turkey,146457,1708,4055.0,48,106133.0,944.0,1547389.0,36269.0,2020-05-16
Iran,116635,2102,6902.0,48,91836.0,2727.0,658604.0,17897.0,2020-05-16
India,85784,3787,2753.0,104,30258.0,0.0,2039952.0,52773.0,2020-05-16
Peru,84495,3891,2392.0,125,27147.0,851.0,605383.0,54956.0,2020-05-16
Canada,74613,1212,5562.0,90,36895.0,502.0,1225049.0,32156.0,2020-05-16
Belgium,54644,356,8959.0,56,14301.0,380.0,645314.0,31384.0,2020-05-16
Saudi Arabia,49176,2307,292.0,9,21869.0,167.0,530265.0,27015.0,2020-05-16
Netherlands,43681,200,5643.0,53,0.0,378.0,287943.0,0.0,2020-05-16
Mexico,42595,2409,4477.0,257,28475.0,378.0,155932.0,9643.0,2020-05-16
Chile,39542,2502,394.0,26,16614.0,584.0,341347.0,22534.0,2020-05-16
Pakistan,37218,1430,803.0,33,10155.0,111.0,344450.0,26260.0,2020-05-16
Ecuador,31467,965,2594.0,256,3433.0,197.0,89817.0,25440.0,2020-05-16
Switzerland,30514,51,1878.0,6,27100.0,69.0,334274.0,1536.0,2020-05-16
Qatar,29425,1153,14.0,0,3546.0,72.0,148173.0,25865.0,2020-05-16
Sweden,29207,625,3646.0,117,4971.0,351.0,177500.0,20590.0,2020-05-16
Portugal,28583,264,1190.0,6,3328.0,112.0,600061.0,24065.0,2020-05-16
Belarus,27730,958,156.0,5,8807.0,92.0,321705.0,18767.0,2020-05-16
Singapore,26891,793,21.0,0,7248.0,18.0,224262.0,19622.0,2020-05-16
Ireland,23956,129,1518.0,12,19470.0,69.0,258808.0,2968.0,2020-05-16
UAE,21831,747,210.0,2,7328.0,1.0,1560923.0,14293.0,2020-05-16
Bangladesh,20065,1202,298.0,15,3882.0,1.0,160512.0,15885.0,2020-05-16
Poland,18016,401,907.0,24,6918.0,160.0,576276.0,10191.0,2020-05-16
Ukraine,17330,483,476.0,20,4473.0,225.0,211614.0,12381.0,2020-05-16
Israel,16589,10,266.0,1,12587.0,60.0,485922.0,3736.0,2020-05-16
Indonesia,16496,490,1076.0,33,3803.0,0.0,178602.0,11617.0,2020-05-16
Romania,16437,190,1070.0,17,9370.0,219.0,294601.0,5997.0,2020-05-16
Japan,16203,83,713.0,16,10338.0,245.0,233144.0,5152.0,2020-05-16
Austria,16109,51,628.0,2,14471.0,47.0,351351.0,1010.0,2020-05-16
Colombia,14216,606,546.0,21,3460.0,137.0,177050.0,10210.0,2020-05-16
South Africa,13524,785,247.0,9,6083.0,119.0,421555.0,7194.0,2020-05-16
Kuwait,12860,885,96.0,8,3640.0,190.0,236004.0,9124.0,2020-05-16
Philippines,12091,215,806.0,16,2460.0,77.0,191963.0,8825.0,2020-05-16
Dominican Republic,11739,419,424.0,2,3557.0,127.0,50108.0,7758.0,2020-05-16
Egypt,11228,399,592.0,21,2799.0,41.0,135000.0,7837.0,2020-05-16
S. Korea,11018,27,260.0,0,9821.0,55.0,726747.0,937.0,2020-05-16
Denmark,10791,78,537.0,0,8959.0,32.0,368889.0,1295.0,2020-05-16
Serbia,10438,64,225.0,1,4301.0,20.0,168670.0,5912.0,2020-05-16
Panama,9118,174,260.0,4,6080.0,72.0,46898.0,2778.0,2020-05-16
Czechia,8406,55,295.0,2,5381.0,37.0,342131.0,2730.0,2020-05-16
Norway,8219,23,232.0,0,32.0,20.0,216350.0,7955.0,2020-05-16
Argentina,7479,345,356.0,3,2497.0,170.0,96893.0,4626.0,2020-05-16
Australia,7019,30,98.0,0,6337.0,17.0,983816.0,584.0,2020-05-16
Malaysia,6855,36,112.0,0,5439.0,14.0,424306.0,1304.0,2020-05-16
Morocco,6652,45,190.0,0,3400.0,1.0,81616.0,3062.0,2020-05-16
Algeria,6629,187,536.0,7,3271.0,22.0,6500.0,2822.0,2020-05-16
Bahrain,6583,385,12.0,2,2640.0,4.0,222542.0,3931.0,2020-05-16
Finland,6228,83,293.0,6,5000.0,32.0,140600.0,935.0,2020-05-16
Afghanistan,6053,414,153.0,17,745.0,7.0,20854.0,5155.0,2020-05-16
Moldova,5745,192,202.0,8,2228.0,251.0,20447.0,3315.0,2020-05-16
Kazakhstan,5689,118,34.0,2,2707.0,31.0,483236.0,2948.0,2020-05-16
Ghana,5638,108,28.0,4,1460.0,5.0,167704.0,4150.0,2020-05-16
Nigeria,5445,283,171.0,4,1320.0,7.0,30657.0,3954.0,2020-05-16
Oman,4625,284,20.0,2,1350.0,31.0,61000.0,3255.0,2020-05-16
Armenia,4044,184,52.0,3,1666.0,10.0,37476.0,2326.0,2020-05-16
Luxembourg,3923,8,104.0,1,3682.0,11.0,59987.0,137.0,2020-05-16
Hungary,3417,37,442.0,6,1287.0,46.0,127237.0,1688.0,2020-05-16
Bolivia,3372,224,152.0,10,356.0,3.0,7651.0,2864.0,2020-05-16
Iraq,3193,50,117.0,2,2089.0,0.0,140573.0,987.0,2020-05-16
Thailand,3025,7,56.0,0,2854.0,61.0,286008.0,115.0,2020-05-16
Azerbaijan,2980,101,36.0,1,1886.0,37.0,220363.0,1058.0,2020-05-16
Cameroon,2954,0,139.0,0,1553.0,28.0,0.0,1262.0,2020-05-16
Greece,2810,40,160.0,4,1374.0,23.0,120015.0,1276.0,2020-05-16
Uzbekistan,2686,41,11.0,0,2158.0,8.0,460000.0,517.0,2020-05-16
Guinea,2473,0,15.0,0,895.0,18.0,10304.0,1563.0,2020-05-16
Honduras,2318,63,133.0,10,253.0,10.0,5653.0,1932.0,2020-05-16
Senegal,2310,121,25.0,2,890.0,6.0,24599.0,1395.0,2020-05-16
Bosnia and Herzegovina,2236,18,128.0,6,1336.0,4.0,47149.0,772.0,2020-05-16
Croatia,2222,1,95.0,1,1869.0,8.0,51568.0,258.0,2020-05-16
Bulgaria,2138,38,102.0,3,545.0,51.0,63319.0,1491.0,2020-05-16
Ivory Coast,2017,46,24.0,0,942.0,0.0,15260.0,1051.0,2020-05-16
Sudan,1964,146,91.0,1,205.0,0.0,0.0,1668.0,2020-05-16
Cuba,1840,10,79.0,0,1425.0,9.0,77374.0,336.0,2020-05-16
Iceland,1802,0,10.0,0,1782.0,0.0,56219.0,10.0,2020-05-16
Estonia,1766,8,63.0,1,923.0,5.0,68097.0,780.0,2020-05-16
North Macedonia,1740,17,97.0,2,1251.0,21.0,20548.0,392.0,2020-05-16
Lithuania,1523,12,54.0,0,965.0,17.0,216247.0,504.0,2020-05-16
Guatemala,1518,176,29.0,0,129.0,5.0,7200.0,1360.0,2020-05-16
New Zealand,1498,1,21.0,0,1421.0,2.0,216787.0,56.0,2020-05-16
Slovakia,1480,3,27.0,0,1131.0,3.0,135902.0,322.0,2020-05-16
Slovenia,1465,1,103.0,0,270.0,7.0,67701.0,1092.0,2020-05-16
Djibouti,1309,25,4.0,1,935.0,0.0,16878.0,370.0,2020-05-16
DRC,1298,56,50.0,0,212.0,0.0,0.0,1036.0,2020-05-16
Somalia,1284,0,53.0,0,135.0,2.0,0.0,1096.0,2020-05-16
El Salvador,1210,98,23.0,0,416.0,19.0,51142.0,771.0,2020-05-16
Mayotte,1210,0,16.0,0,627.0,10.0,5000.0,567.0,2020-05-16
Gabon,1209,105,10.0,0,219.0,11.0,7050.0,980.0,2020-05-16
Tajikistan,1118,211,33.0,4,0.0,0.0,0.0,1085.0,2020-05-16
Kyrgyzstan,1111,29,14.0,2,745.0,13.0,59490.0,352.0,2020-05-16
Hong Kong,1053,1,4.0,0,1019.0,1.0,168291.0,30.0,2020-05-16
Tunisia,1035,3,45.0,0,802.0,3.0,37862.0,188.0,2020-05-16
Maldives,1031,49,4.0,0,49.0,2.0,11775.0,978.0,2020-05-16
Latvia,970,8,19.0,0,662.0,3.0,85431.0,289.0,2020-05-16
Sri Lanka,935,10,9.0,0,477.0,1.0,39629.0,449.0,2020-05-16
Albania,916,18,31.0,0,705.0,1.0,11458.0,180.0,2020-05-16
Guinea-Bissau,913,0,3.0,0,26.0,0.0,1500.0,884.0,2020-05-16
Cyprus,910,3,17.0,0,481.0,10.0,81942.0,412.0,2020-05-16
Lebanon,891,5,26.0,0,246.0,4.0,57715.0,619.0,2020-05-16
Niger,885,9,51.0,1,684.0,0.0,5749.0,150.0,2020-05-16
Costa Rica,843,13,9.0,1,542.0,5.0,18655.0,292.0,2020-05-16
Mali,806,27,46.0,0,455.0,0.0,2498.0,305.0,2020-05-16
Kenya,781,23,45.0,3,284.0,1.0,36918.0,452.0,2020-05-16
Burkina Faso,780,7,51.0,0,595.0,0.0,0.0,134.0,2020-05-16
Andorra,761,0,49.0,0,604.0,3.0,1673.0,108.0,2020-05-16
Paraguay,759,5,11.0,0,193.0,0.0,18856.0,555.0,2020-05-16
Uruguay,732,8,19.0,0,553.0,7.0,32225.0,160.0,2020-05-16
Diamond Princess,712,0,13.0,0,651.0,4.0,0.0,48.0,2020-05-16
Georgia,671,4,12.0,0,393.0,6.0,36248.0,266.0,2020-05-16
Zambia,654,0,7.0,0,124.0,1.0,15487.0,523.0,2020-05-16
San Marino,652,4,41.0,0,189.0,1.0,3394.0,422.0,2020-05-16
Jordan,596,10,9.0,0,401.0,5.0,136229.0,186.0,2020-05-16
Equatorial Guinea,594,11,7.0,0,22.0,0.0,854.0,565.0,2020-05-16
Channel Islands,549,0,43.0,0,457.0,0.0,5342.0,49.0,2020-05-16
Malta,532,10,6.0,0,448.0,1.0,47504.0,78.0,2020-05-16
Tanzania,509,0,21.0,0,183.0,7.0,0.0,305.0,2020-05-16
Jamaica,509,0,9.0,0,118.0,0.0,7780.0,382.0,2020-05-16
Venezuela,459,4,10.0,0,229.0,1.0,540236.0,220.0,2020-05-16
Sierra Leone,447,39,27.0,1,97.0,0.0,0.0,323.0,2020-05-16
Réunion,441,1,0.0,0,354.0,4.0,17200.0,87.0,2020-05-16
Taiwan,440,0,7.0,0,387.0,0.0,68659.0,46.0,2020-05-16
Chad,428,29,48.0,2,88.0,0.0,0.0,292.0,2020-05-16
Congo,391,0,15.0,0,87.0,0.0,0.0,289.0,2020-05-16
Palestine,375,0,2.0,0,315.0,0.0,44876.0,58.0,2020-05-16
Benin,339,0,2.0,0,83.0,0.0,25471.0,254.0,2020-05-16
Isle of Man,334,2,24.0,1,285.0,10.0,4032.0,25.0,2020-05-16
Mauritius,332,0,10.0,0,322.0,0.0,69773.0,0.0,2020-05-16
Cabo Verde,326,11,2.0,0,67.0,0.0,791.0,257.0,2020-05-16
Montenegro,324,0,9.0,0,311.0,2.0,10167.0,4.0,2020-05-16
Vietnam,314,2,0.0,0,260.0,2.0,275000.0,54.0,2020-05-16
CAR,301,158,0.0,0,13.0,0.0,3498.0,288.0,2020-05-16
Ethiopia,287,15,5.0,0,112.0,0.0,48985.0,170.0,2020-05-16
Rwanda,287,0,0.0,0,177.0,0.0,46198.0,110.0,2020-05-16
Haiti,273,39,20.0,2,18.0,0.0,1502.0,235.0,2020-05-16
Nepal,267,18,0.0,0,36.0,0.0,87008.0,231.0,2020-05-16
Togo,263,25,11.0,0,96.0,0.0,12040.0,156.0,2020-05-16
Madagascar,238,8,0.0,0,112.0,1.0,5670.0,126.0,2020-05-16
South Sudan,236,33,4.0,4,4.0,0.0,3356.0,228.0,2020-05-16
Sao Tome and Principe,235,0,7.0,0,4.0,0.0,175.0,224.0,2020-05-16
Liberia,219,4,20.0,0,108.0,0.0,0.0,91.0,2020-05-16
Uganda,203,43,0.0,0,63.0,0.0,70117.0,140.0,2020-05-16
Martinique,192,3,14.0,0,91.0,0.0,0.0,87.0,2020-05-16
Eswatini,190,3,2.0,0,66.0,0.0,4160.0,122.0,2020-05-16
French Guiana,189,5,1.0,0,124.0,0.0,0.0,64.0,2020-05-16
Faeroe Islands,187,0,0.0,0,187.0,0.0,8779.0,0.0,2020-05-16
Myanmar,181,0,6.0,0,89.0,0.0,12995.0,86.0,2020-05-16
Guadeloupe,155,0,13.0,0,109.0,3.0,2866.0,33.0,2020-05-16
Gibraltar,147,0,0.0,0,144.0,0.0,4941.0,3.0,2020-05-16
Brunei,141,0,1.0,0,135.0,2.0,16705.0,5.0,2020-05-16
Bermuda,122,0,9.0,0,66.0,2.0,4691.0,47.0,2020-05-16
Cambodia,122,0,0.0,0,121.0,1.0,14615.0,1.0,2020-05-16
Mozambique,119,4,0.0,0,42.0,0.0,5361.0,77.0,2020-05-16
Guyana,116,3,10.0,0,43.0,3.0,1065.0,63.0,2020-05-16
Trinidad and Tobago,116,0,8.0,0,107.0,0.0,2597.0,1.0,2020-05-16
Yemen,106,21,15.0,3,1.0,0.0,120.0,90.0,2020-05-16
Aruba,101,0,3.0,0,93.0,4.0,1937.0,5.0,2020-05-16
Mongolia,98,37,0.0,0,20.0,2.0,10162.0,78.0,2020-05-16
Bahamas,96,0,11.0,0,41.0,1.0,1700.0,44.0,2020-05-16
Monaco,96,0,4.0,0,87.0,1.0,0.0,5.0,2020-05-16
Cayman Islands,94,1,1.0,0,55.0,3.0,5900.0,38.0,2020-05-16
Barbados,85,0,7.0,0,65.0,4.0,3651.0,13.0,2020-05-16
Liechtenstein,82,0,1.0,0,55.0,0.0,900.0,26.0,2020-05-16
Sint Maarten,76,0,15.0,0,46.0,7.0,329.0,15.0,2020-05-16
Libya,64,0,3.0,0,28.0,0.0,3253.0,33.0,2020-05-16
Malawi,63,0,3.0,0,24.0,1.0,1363.0,36.0,2020-05-16
French Polynesia,60,0,0.0,0,59.0,0.0,3170.0,1.0,2020-05-16
Syria,50,2,3.0,0,36.0,0.0,0.0,11.0,2020-05-16
Angola,48,0,2.0,0,17.0,0.0,6136.0,29.0,2020-05-16
Macao,45,0,0.0,0,43.0,1.0,0.0,2.0,2020-05-16
Zimbabwe,42,5,4.0,0,13.0,0.0,25478.0,25.0,2020-05-16
Saint Martin,39,0,3.0,0,30.0,1.0,0.0,6.0,2020-05-16
Eritrea,39,0,0.0,0,39.0,0.0,0.0,0.0,2020-05-16
Mauritania,29,9,3.0,1,7.0,0.0,2015.0,19.0,2020-05-16
Nicaragua,25,0,8.0,0,7.0,0.0,0.0,10.0,2020-05-16
Antigua and Barbuda,25,0,3.0,0,19.0,1.0,183.0,3.0,2020-05-16
Botswana,24,0,1.0,0,17.0,0.0,11495.0,6.0,2020-05-16
Timor-Leste,24,0,0.0,0,24.0,0.0,738.0,0.0,2020-05-16
Gambia,23,0,1.0,0,10.0,0.0,1341.0,12.0,2020-05-16
Grenada,22,1,0.0,0,14.0,4.0,2419.0,8.0,2020-05-16
Bhutan,21,1,0.0,0,5.0,0.0,13311.0,16.0,2020-05-16
Laos,19,0,0.0,0,14.0,0.0,4204.0,5.0,2020-05-16
Belize,18,0,2.0,0,16.0,0.0,1043.0,0.0,2020-05-16
Fiji,18,0,0.0,0,15.0,0.0,1300.0,3.0,2020-05-16
New Caledonia,18,0,0.0,0,18.0,0.0,5454.0,0.0,2020-05-16
Saint Lucia,18,0,0.0,0,18.0,0.0,727.0,0.0,2020-05-16
St. Vincent Grenadines,17,0,0.0,0,14.0,0.0,155.0,3.0,2020-05-16
Curaçao,16,0,1.0,0,14.0,0.0,389.0,1.0,2020-05-16
Dominica,16,0,0.0,0,15.0,0.0,420.0,1.0,2020-05-16
Namibia,16,0,0.0,0,13.0,0.0,2074.0,3.0,2020-05-16
Burundi,15,0,1.0,0,7.0,0.0,284.0,7.0,2020-05-16
Saint Kitts and Nevis,15,0,0.0,0,14.0,0.0,327.0,1.0,2020-05-16
Falkland Islands,13,0,0.0,0,13.0,0.0,402.0,0.0,2020-05-16
Turks and Caicos,12,0,1.0,0,10.0,0.0,109.0,1.0,2020-05-16
Vatican City,12,0,0.0,0,2.0,0.0,0.0,10.0,2020-05-16
Comoros,11,0,1.0,0,3.0,0.0,0.0,7.0,2020-05-16
Montserrat,11,0,1.0,0,8.0,1.0,36.0,2.0,2020-05-16
Greenland,11,0,0.0,0,11.0,0.0,1629.0,0.0,2020-05-16
Seychelles,11,0,0.0,0,10.0,0.0,0.0,1.0,2020-05-16
Suriname,10,0,1.0,0,9.0,0.0,404.0,0.0,2020-05-16
MS Zaandam,9,0,2.0,0,0.0,0.0,0.0,7.0,2020-05-16
British Virgin Islands,8,1,1.0,0,6.0,0.0,167.0,1.0,2020-05-16
Papua New Guinea,8,0,0.0,0,8.0,0.0,2402.0,0.0,2020-05-16
Caribbean Netherlands,6,0,0.0,0,6.0,0.0,357.0,0.0,2020-05-16
St. Barth,6,0,0.0,0,6.0,0.0,0.0,0.0,2020-05-16
Western Sahara,6,0,0.0,0,6.0,0.0,0.0,0.0,2020-05-16
Anguilla,3,0,0.0,0,3.0,0.0,0.0,0.0,2020-05-16
Lesotho,1,0,0.0,0,0.0,0.0,0.0,1.0,2020-05-16
Saint Pierre Miquelon,1,0,0.0,0,1.0,0.0,0.0,0.0,2020-05-16
Total:,4621409,99400,308154.0,5072,1756649.0,45007.0,0.0,2556606.0,2020-05-16
World,4717009,95599,312902.0,4360,1810160.0,44827.0,0.0,2593947.0,2020-05-17
China,82941,8,4633.0,0,78219.0,11.0,0.0,89.0,2020-05-17
USA,1507773,23488,90113.0,1218,339232.0,16248.0,11525625.0,1078428.0,2020-05-17
